Name,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Combined
Il più comico spettacolo del mondo,"A clown named Tottons of the Togni circus, obliged to never take off his clown makeup or reveal his identity, is continually persecuted by the jealousy of three women and even by a policeman.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,clown name tottons togni circus oblige never take clown makeup reveal identity continually persecute jealousy women even policeman dimensional
Yankee Doodle Dandy,"The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan.",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,life renowned musical composer playwright actor dancer singer george cohan sing dance congressional gold medal father son relationship family act
In Old Missouri,The Weavers play sharecroppers. They confront their landlord with their tale of woe only to find he is in money trouble too. He also has a wastrel son and a socialite wife who wants a divorce. He begs the Weavers to trade places w...,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,weavers play sharecroppers confront landlord tale woe find money trouble wastrel son socialite wife want divorce beg weavers trade place w mortgage bankruptcy ozark mountains gossip
State Fair,Each member of the Frake clan has his/her own reason for attending the annual Iowa State Fair.,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,member frake clan reason attend annual iowa state fair remake self pity punch face reference ronald colman title co write female
Dick Tracy Returns,"Dick Tracy battles spies and saboteurs in his efforts to bring to justice the Stark gang, a criminal family led by the vicious Pa Stark.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,dick tracy battle spy saboteurs efforts bring justice stark gang criminal family lead vicious pa stark airplane crash mountain ambulance crash
Blow-Up,A fashion photographer unknowingly captures a death on film after following two lovers in a park.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,fashion photographer unknowingly capture death film follow lovers park fashion photographer swing london blow cover photo enlargement
Bara en mor,"About serf wife Maria, called Rya-Rya, her life from a young beautiful girl with dreams of love to a worn-out mother, who only lives for her children.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,serf wife maria call rya rya life young beautiful girl dream love wear mother live children base novel
The Italian Jobs,"The Italian Jobs: Paramount Pictures e l'Italia also tells the story of two men, two Italian-American executives, Pilade Levi and Luigi Luraschi, who came to Italy at the end of the Second World War to recreate the Italian film in...",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,italian job paramount picture e litalia tell story men italian american executives pilade levi luigi luraschi come italy end second world war recreate italian film nan
La frusta e il corpo,"The ghost of a sadistic nobleman attempts to rekindle his romance with his terrorized, masochistic former lover, who is unwillingly betrothed to his brother.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,ghost sadistic nobleman attempt rekindle romance terrorize masochistic former lover unwillingly betroth brother italian gothic giallo french giallo psychotronic film
War of the Worlds,An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,alien invasion threaten future humanity catastrophic nightmare depict eye american family fight survival alien mass death survival underground brutality
The Exotic Time Machine,"A time machine transports two curious pleasure seekers to the deepest reaches of the erotic past, where they enjoy historical adventures beyond imagination.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,time machine transport curious pleasure seekers deepest reach erotic past enjoy historical adventure beyond imagination time travel softcore male nudity male frontal nudity female full frontal nudity
Blithe Spirit,"A spiritualist medium holds a seance for a writer suffering from writer's block but accidentally summons the spirit of his deceased first wife, which leads to an increasingly complex love triangle with his current wife of five years.",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,spiritualist medium hold seance writer suffer writers block accidentally summon spirit decease first wife lead increasingly complex love triangle current wife years remake wife come back spirit writer revenge screwball comedy
Ladies They Talk About,"Attractive Nan, member of a bank-robbery gang, goes to prison thanks to evangelist Dave Slade...who loves her.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,attractive nan member bank robbery gang go prison thank evangelist dave slade love nan
Northwest Territory,"Fort McKenzie prospector Pop Kellogg, just before the arrival of his newly-orphaned grandson Billy, is killed by McBeau and Dawson, who seek the map showing Pop's secret oil claim. Billy, the now newly-doubled-orphaned grandson, i...",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,fort mckenzie prospector pop kellogg arrival newly orphan grandson billy kill mcbeau dawson seek map show pop secret oil claim billy newly double orphan grandson male police officer undercover male police officer police cabin fire fall height
Sherlock Holmes Faces Death,"During WWII, several murders occur at a convalescent home where Dr. Watson has volunteered his services. He summons Holmes for help and the master detective proceeds to solve the crime from a long list of suspects including the ow...",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,wwii several murder occur convalescent home dr watson volunteer service summon holmes help master detective proceed solve crime long list suspect include ow sherlock holmes character dr john watson character psychotronic film male police officer poem
Dracula,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,centuries old vampire count dracula come england seduce barrister jonathan harkers fiancee mina murray inflict havoc foreign land dracula vampire female vampire vampire human love base novel
The Curse of Frankenstein,"While awaiting execution for murder, Baron Victor Frankenstein tells the story of a creature he built and brought to life - only for it to behave not as he intended.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,await execution murder baron victor frankenstein tell story creature build bring life behave intend tell flashback mad scientist frankensteins monster reanimation teacher student relationship
To Paris with Love,"A middle-aged widower takes his son on a trip to Paris, where they try to find wives for each other.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,middle age widower take son trip paris try find wive passion parisian belle shop scottish
My Man Godfrey,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,scatterbrained socialite hire vagrant family butler theres godfrey meet eye butler homelessness poverty class differences great depression
Sunrise at Campobello,"After a bout with polio, future president Franklin D. Roosevelt fights to save his political career.",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,bout polio future president franklin roosevelt fight save political career democratic party presidential election base play eleanor roosevelt character franklin roosevelt character
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,insane american general order bomb attack soviet union trigger path nuclear holocaust war room full politicians general frantically try stop war room bodily fluids black comedy nuclear attack militarism
Spartacus,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,slave spartacus survive brutal train gladiator lead violent revolt decadent roman republic ambitious crassus seek gain power crush uprise gladiator slave rebellion roman republic roman empire slave revolt
Frankenstein and the Monster from Hell,Baron Frankenstein works with a mental patient to reanimate the dead.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,baron frankenstein work mental patient reanimate dead mad scientist mute woman laboratory surgeon sequel
Behind Prison Gates,"Det. Norman Craig assumes the identity of a dead bank robber (killed in a police shoot out), Red Murray, so he can infiltrate the prison and find three other bank robbers that the police are looking for. Things are going fine unti...",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,det norman craig assume identity dead bank robber kill police shoot red murray infiltrate prison find bank robbers police look things go fine unti solitary confinement prison water pipe undercover agent stool pigeon
Gone with the Wind: The Remarkable Rise and Tragic Fall of Lynyrd Skynyrd,The story of the Southern rock band Lynyrd Skynyrd from their early beginnings to the fatal plane that ended the original incarnation of the group.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,story southern rock band lynyrd skynyrd early beginnings fatal plane end original incarnation group nan
Wanda,"Wanda, a lonely housewife, drifts through mining country until she meets a petty thief who takes her in.",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,wanda lonely housewife drift mine country meet petty thief take child desertion shoot educate feel inadequacy low self esteem
The Cisco Kid Returns,"The Cisco Kid and Pancho stop the marriage of Rosita to Harris by claiming that Cisco is already married to her, and exhibit a borrowed child, Nancy as proof. Cisco carries off the furious Rosita, but finds, when returning Nancy, ...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cisco kid pancho stop marriage rosita harris claim cisco already marry exhibit borrow child nancy proof cisco carry furious rosita find return nancy b western
Vaimoke,"Esko makes a bet that he will marry the first young woman he encounters. This turns out to be Kirsti, who promptly turns down the proposals. But when she finds about the bet, she agrees to marry him in order to get her revenge.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,esko make bet marry first young woman encounter turn kirsti promptly turn proposals find bet agree marry order get revenge agronomist year old woman wed ceremony wed
Scrooge: A Christmas Carol,"A supernatural, time-travelling, musical adaptation of Charles Dickens's cult Christmas story.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,supernatural time travel musical adaptation charles dickenss cult christmas story christmas holiday travel sing cgi animation
